rank,Polymer,Sample_ID,SMILES,Tg_degC,Dk_1GHz,RadiationDose_MGy,desirability_score,global_rank,morgan_fp_00,morgan_fp_01,morgan_fp_02,morgan_fp_03,morgan_fp_04,morgan_fp_05,morgan_fp_06,morgan_fp_07,morgan_fp_08,morgan_fp_09,morgan_fp_10,morgan_fp_11,morgan_fp_12,morgan_fp_13,morgan_fp_14,morgan_fp_15,morgan_fp_16,morgan_fp_17,morgan_fp_18,morgan_fp_19,morgan_fp_20,morgan_fp_21,morgan_fp_22,morgan_fp_23,morgan_fp_24,morgan_fp_25,morgan_fp_26,morgan_fp_27,morgan_fp_28,morgan_fp_29,morgan_fp_30,morgan_fp_31,morgan_fp_32,morgan_fp_33,morgan_fp_34,morgan_fp_35,morgan_fp_36,morgan_fp_37,morgan_fp_38,morgan_fp_39,morgan_fp_40,morgan_fp_41,morgan_fp_42,morgan_fp_43,morgan_fp_44,morgan_fp_45,morgan_fp_46,morgan_fp_47,morgan_fp_48,morgan_fp_49,morgan_fp_50,morgan_fp_51,morgan_fp_52,morgan_fp_53,morgan_fp_54,morgan_fp_55,morgan_fp_56,morgan_fp_57,morgan_fp_58,morgan_fp_59,morgan_fp_60,morgan_fp_61,morgan_fp_62,morgan_fp_63
34,Polyimide,Po_0064,Cc1cc(-n2c(=O)c3ccc(c(N)c3)c2=O)ccc1Oc1ccc(-c2cc3c(N)cc2c(=O)oc3=O)cc1,610.4512366641741,3.174377517610497,55.75783336476659,0.921599,34,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,Polyimide,Po_0183,Nc1c(S(N)(=O)=O)c2c(F)c(Cl)c1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)c(Cl)c1)c2=O,568.3417145681368,3.1727880323234454,55.50334359816769,0.921562,35,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,Polyimide,Po_0046,Nc1cc2c(-c3ccc(Oc4ccc(-n5c(=O)c6ccc(c(N)c6)c5=O)cc4C(F)(F)F)cc3)cc1c(=O)oc2=O,556.4917066163083,3.1749452572240218,53.88169007807225,0.92135,36,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,Polyimide,Po_0006,Nc1cc2ccc1c(=O)n(-c1ccc(Oc3ccc(-c4c(S(N)(=O)=O)c5ccc4c(=O)oc5=O)cc3)cc1)c2=O,543.4944607151363,3.180361934166048,54.0847934375486,0.920894,37,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,Polyimide,Po_0216,COc1c(N)c2ccc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)c(Br)c1)c2=O,563.6304844825736,3.1869040365582904,56.154524481295326,0.920596,38,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,Polyimide,Po_0151,COc1c(C#N)c2ccc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)cc1)c2=O,550.6963557291458,3.185710316354793,56.236042149184875,0.920593,39,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,Polyimide,Po_0117,COc1cc(Oc2ccc(-c3cc4ccc3c(=O)oc4=O)cc2)ccc1-n1c(=O)c2ccc(c(S(N)(=O)=O)c2)c1=O,593.981633754519,3.1922288545013418,56.225672042224524,0.920367,40,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,Polyimide,Po_0049,CCc1cc(Oc2ccc(-c3cc4ccc3c(=O)oc4=O)cc2)ccc1-n1c(=O)c2ccc(c(S(N)(=O)=O)c2)c1=O,569.7089898628801,3.1912713212782906,53.79207474371339,0.920336,41,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,Polyimide,Po_0108,COc1cc(-n2c(=O)c3cc(Br)c(cc3N)c2=O)ccc1Oc1ccc(-c2cc3ccc2c(=O)oc3=O)cc1,577.4817912732063,3.193750020229859,57.09730736674662,0.920206,42,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,Polyimide,Po_0053,Nc1cc(-n2c(=O)c3cc(Br)c(cc3N)c2=O)ccc1Oc1ccc(-c2cc3ccc2c(=O)oc3=O)cc1,572.7395030680465,3.212056629241549,55.21063142458383,0.918965,43,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,Polyimide,Po_0207,COc1cc(-n2c(=O)c3cc(Br)c(c(C#N)c3OC)c2=O)ccc1Oc1ccc(-c2cc3ccc2c(=O)oc3=O)cc1,601.4023048512065,3.216948424616036,57.20500125987531,0.91874,44,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,Polyimide,Po_0018,Nc1cc2c(F)cc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)cc1)c2=O,591.6679715046987,3.220369328258979,56.93697426913842,0.918484,45,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,Polyimide,Po_0016,COc1cc2ccc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)cc1)c2=O,557.2858476531306,3.21934645201368,55.19542223457013,0.918395,46,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,Polyimide,Po_0075,CCc1c(-n2c(=O)c3ccc(cc3)c2=O)ccc(Oc2ccc(-c3cc4ccc3c(=O)oc4=O)cc2)c1Br,606.6567361271295,3.2245912185304313,55.89494852125532,0.918243,47,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,Polyimide,Po_0060,Cc1cc(-n2c(=O)c3ccc(cc3)c2=O)ccc1Oc1cc(Br)c(-c2cc3ccc2c(=O)oc3=O)cc1Br,604.6677312781433,3.228027845187499,56.11053595590421,0.918009,48,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,Polyimide,Po_0027,NS(=O)(=O)c1c(-c2ccc(Oc3ccc(-n4c(=O)c5ccc(cc5)c4=O)cc3)c(Br)c2)c2ccc1c(=O)oc2=O,573.5105268325315,3.2368608951829803,54.70545220995244,0.917315,49,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,Polyimide,Po_0105,CCc1cc2ccc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)c(Br)c1N)c2=O,595.6159733143769,3.2386815812542533,55.107420162888324,0.917275,50,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,Polyimide,Po_0142,Nc1cc(-n2c(=O)c3cc(Br)c(c(F)c3N)c2=O)ccc1Oc1ccc(-c2cc3ccc2c(=O)oc3=O)cc1Br,596.0544391827646,3.252165236645756,56.87408839583759,0.916377,51,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,Polyimide,Po_0225,COc1cc(-c2cc3ccc2c(=O)oc3=O)cc(C)c1Oc1ccc(-n2c(=O)c3ccc(cc3)c2=O)cc1F,587.1547406599059,3.2586803728084544,55.091340541384625,0.915915,52,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,Polyimide,Po_0164,Nc1cc2c(Br)cc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3C(F)(F)F)cc1)c2=O,604.417066764676,3.2636317797183874,55.29460267182251,0.915635,53,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,Polyimide,Po_0199,CCc1cc2ccc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)cc1N)c2=O,579.9742098480435,3.265799236132059,56.000981658292226,0.915413,54,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,Polyimide,Po_0106,N#Cc1cc2ccc1c(=O)n(-c1ccc(Oc3c(Br)cc(-c4cc5ccc4c(=O)oc5=O)c(Br)c3F)cc1)c2=O,597.8301415625336,3.270889842480716,55.98915800957188,0.915134,55,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,Polyimide,Po_0196,Cc1cc(Oc2cc(Br)c(-c3cc4ccc3c(=O)oc4=O)cc2Br)ccc1-n1c(=O)c2ccc(cc2)c1=O,611.9479261965487,3.274032198711174,55.51247271455717,0.914959,56,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,Polyimide,Po_0065,N#Cc1cc(Oc2ccc(-n3c(=O)c4ccc(c(F)c4)c3=O)cc2)ccc1-c1cc2ccc1c(=O)oc2=O,548.9362568278409,3.2709208567001147,55.54533696365356,0.9149,57,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,Polyimide,Po_0070,NS(=O)(=O)c1cc2c(-c3ccc(Oc4ccc(-n5c(=O)c6ccc(cc6)c5=O)cc4)c(Br)c3)cc1c(=O)oc2=O,559.4628443847755,3.275880799265577,55.42467439812789,0.91464,58,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,Polyimide,Po_0165,CCc1cc(-c2cc3c(N)cc2c(=O)oc3=O)ccc1Oc1ccc(-n2c(=O)c3ccc(c(N)c3)c2=O)cc1,580.9806635824668,3.277800246035719,57.132853147870804,0.914617,59,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,Polyimide,Po_0125,Nc1c(Br)c(Oc2ccc(-c3cc4ccc3c(=O)oc4=O)cc2)cc(S(N)(=O)=O)c1-n1c(=O)c2ccc(c(S(N)(=O)=O)c2)c1=O,569.2176242665813,3.283648574084715,56.9519643698854,0.914175,60,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,Polyimide,Po_0176,CCc1cc(Oc2ccc(-n3c(=O)c4ccc(c(C#N)c4)c3=O)cc2)c(Br)cc1-c1cc2ccc1c(=O)oc2=O,565.2578800204025,3.284254916542658,53.587713567908324,0.914114,61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,Polyimide,Po_0188,O=c1oc(=O)c2ccc1cc2-c1cc(Br)c(Oc2ccc(-n3c(=O)c4ccc(cc4)c3=O)c(Cl)c2)c(Br)c1,570.9145229945389,3.2871586858766055,55.186191880735855,0.913949,62,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,Polyimide,Po_0124,COc1cc(Oc2ccc(-c3cc4ccc3c(=O)oc4=O)cc2)ccc1-n1c(=O)c2cc(C)c(c(OC)c2)c1=O,576.1075659248163,3.287704226235748,55.893867805708666,0.913937,63,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,Polyimide,Po_0029,Cc1cc(Oc2ccc(-c3cc4ccc3c(=O)oc4=O)cc2)cc(C(F)(F)F)c1-n1c(=O)c2cc(N)c(c(C(F)(F)F)c2)c1=O,577.6679909508482,3.294144577448577,54.682453326148774,0.913514,64,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,Polyimide,Po_0143,Nc1c(Cl)c2c(-c3ccc(Oc4ccc(-n5c(=O)c6cc(N)c(c(Cl)c6)c5=O)cc4)cc3)cc1c(=O)oc2=O,599.8591351789435,3.2955092559979646,55.91636710417952,0.913498,65,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,Polyimide,Po_0129,O=c1oc(=O)c2ccc1cc2-c1c(Br)c(F)c(Oc2ccc(-n3c(=O)c4ccc(c(F)c4)c3=O)cc2)c(Br)c1Br,573.0683527799313,3.301288455465972,56.82062156834809,0.913018,66,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
67,Polyimide,Po_0090,COc1cc(Oc2ccc(-c3cc4ccc3c(=O)oc4=O)cc2)ccc1-n1c(=O)c2ccc(c(Br)c2)c1=O,605.8679353605492,3.303975571387484,54.65497402056485,0.912949,67,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,Polyimide,Po_0120,O=c1oc(=O)c2ccc1cc2-c1ccc(Oc2ccc(-n3c(=O)c4ccc(c(F)c4)c3=O)cc2)c(Cl)c1,587.0266440568798,3.309893400964346,57.20670047269999,0.9125,68,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
